level_0,level_1,level_2,incorr4_data
15,1,4,4.504477395859209e-06
15,1,5,7.2668598650672996e-06
15,1,6,6.294769357858513e-06
15,1,7,1.0094581889815915e-06
15,1,8,-6.360106730611721e-06
15,1,9,-1.2564611284559385e-05
15,1,10,-1.5768889223506883e-05
15,1,11,-1.6387889871565843e-05
15,1,12,-1.5922526891585837e-05
15,1,13,-1.5119611860172624e-05
15,1,14,-1.3468577727207207e-05
15,1,15,-1.033052628304662e-05
15,1,16,-6.327229588046364e-06
15,1,17,-3.2181233588978396e-06
15,1,18,-2.3881530424910114e-06
15,1,19,-3.442969370016371e-06
15,1,20,-4.515319664259547e-06
15,1,21,-3.940979208499814e-06
15,1,22,-1.8074033774723798e-06
15,1,23,2.5071410992286466e-07
15,1,24,6.730169943936837e-07
16,0,0,4.134429098247424e-06
16,0,1,4.211317417683152e-06
16,0,2,5.299867631795705e-06
16,0,3,6.416989440491264e-06
16,0,4,6.674803543646685e-06
16,0,5,5.9165119609462e-06
16,0,6,4.533760942905372e-06
16,0,7,3.084391619754271e-06
16,0,8,1.894241205295882e-06
16,0,9,1.2255916954746627e-06
16,0,10,1.3237384534369362e-06
16,0,11,2.3647873956585282e-06
16,0,12,3.975421409571303e-06
16,0,13,5.277878232366452e-06
16,0,14,5.325756216968501e-06
16,0,15,4.02170232145324e-06
16,0,16,2.2829312341887496e-06
16,0,17,1.521323542806717e-06
16,0,18,2.414113477746318e-06
16,0,19,4.426577718300039e-06
16,0,20,6.13000747801747e-06
16,0,21,6.459267848029997e-06
16,0,22,5.350655271891023e-06
16,0,23,3.7215246820537318e-06
16,0,24,2.439982054035377e-06
16,1,0,1.973751816274625e-05
16,1,1,1.7986860161451398e-05
16,1,2,1.639884309832145e-05
16,1,3,1.6173316057560084e-05
16,1,4,1.664048493024684e-05
16,1,5,1.5823083467007924e-05
16,1,6,1.297336876864908e-05
16,1,7,9.726556308451014e-06
16,1,8,9.277605706305885e-06
16,1,9,1.3349067211230353e-05
16,1,10,2.0533234361588717e-05
16,1,11,2.6896622549133333e-05
16,1,12,2.9310415702840913e-05
16,1,13,2.7564252788227087e-05
16,1,14,2.44154918618946e-05
16,1,15,2.258587371220251e-05
16,1,16,2.2597358083871867e-05
16,1,17,2.23362166852499e-05
16,1,18,1.96122028876983e-05
16,1,19,1.4167250112328677e-05
16,1,20,8.433000892333698e-06
16,1,21,5.301622229000511e-06
16,1,22,6.111055790937404e-06
16,1,23,9.220935454391842e-06
16,1,24,1.1546924533090358e-05
17,0,0,-5.797674471058687e-06
17,0,1,-4.418159071417101e-06
17,0,2,-3.962806717869739e-06
17,0,3,-4.503729791203212e-06
17,0,4,-5.4439545139700835e-06
17,0,5,-6.058819507659516e-06
17,0,6,-6.058937741972508e-06
17,0,7,-5.66490897910068e-06
17,0,8,-5.347803824059535e-06
17,0,9,-5.442028204163024e-06
17,0,10,-5.979690193245226e-06
17,0,11,-6.608230713272178e-06
17,0,12,-6.756446337656248e-06
17,0,13,-5.88876618756471e-06
17,0,14,-3.903367964042245e-06
17,0,15,-1.2939814234419749e-06
17,0,16,1.0319298025089098e-06
17,0,17,2.3614322696536926e-06
17,0,18,2.5894429585836704e-06
17,0,19,2.1800975771099894e-06
17,0,20,1.565308071481929e-06
17,0,21,7.054229732217662e-07
17,0,22,-8.211568578679669e-07
17,0,23,-3.124666592334085e-06
17,0,24,-5.5968405756162925e-06
17,1,0,-1.713076661023522e-05
17,1,1,-1.2824301857211466e-05
17,1,2,-1.0982600524529448e-05
17,1,3,-1.481639068765775e-05
17,1,4,-2.3617488101944145e-05
17,1,5,-3.201464471615321e-05
17,1,6,-3.4398880019208483e-05
17,1,7,-2.968196975990339e-05
17,1,8,-2.2517278893176892e-05
17,1,9,-1.8554057445716965e-05
17,1,10,-1.919275265613947e-05
17,1,11,-1.9954466849352666e-05
17,1,12,-1.5189618214996427e-05
17,1,13,-3.5962396022303335e-06
17,1,14,9.695602201511742e-06
17,1,15,1.7522530367468e-05
17,1,16,1.623350860060764e-05
17,1,17,8.489722803547571e-06
17,1,18,-1.4402574139214058e-07
17,1,19,-5.762380255337882e-06
17,1,20,-8.891541934352991e-06
17,1,21,-1.2004695051186828e-05
17,1,22,-1.6437654512005363e-05
17,1,23,-2.0547111068157267e-05
17,1,24,-2.2259635775027952e-05
18,0,0,-1.3871677062773918e-06
18,0,1,-1.071901822399049e-06
18,0,2,-5.19364683449813e-07
18,0,3,2.42107538694372e-07
18,0,4,1.024567897535708e-06
18,0,5,1.4340556149323373e-06
18,0,6,1.0969251142996844e-06
18,0,7,-1.3260321536342512e-07
18,0,8,-1.926227588737049e-06
18,0,9,-3.6082874968253068e-06
18,0,10,-4.4409142653966576e-06
18,0,11,-4.135006809290599e-06
18,0,12,-3.013928516684431e-06
18,0,13,-1.899953014007069e-06
18,0,14,-1.5228096571715587e-06
18,0,15,-2.110339150545584e-06
18,0,16,-3.185255311279636e-06
18,0,17,-3.988449739469397e-06
18,0,18,-3.9426715962660914e-06
18,0,19,-3.0818217514866472e-06
18,0,20,-1.8636610825835512e-06
18,0,21,-8.650813598919674e-07
18,0,22,-2.9304269883251573e-07
18,0,23,1.2313599212799096e-08
18,0,24,4.533194964344025e-07
18,1,0,7.535053849509787e-06
18,1,1,9.652749720908695e-06
18,1,2,1.0850656851996209e-05
18,1,3,1.2799615987850216e-05
18,1,4,1.57825622032592e-05
18,1,5,1.7902825760138415e-05
18,1,6,1.6471588123632042e-05
18,1,7,1.0567235743231857e-05
18,1,8,2.323892147682862e-06
18,1,9,-4.111123478066153e-06
18,1,10,-5.33731007403411e-06
18,1,11,-7.917791781187678e-07
18,1,12,7.103797648950257e-06
18,1,13,1.475208286292229e-05
18,1,14,1.9399168666346645e-05
18,1,15,2.0200308364075542e-05
18,1,16,1.7870060667321986e-05
18,1,17,1.3892063204918995e-05
18,1,18,9.760728571490994e-06
18,1,19,6.77044600791031e-06
18,1,20,5.660778781699444e-06
18,1,21,6.29522556040772e-06
18,1,22,7.429344370141167e-06
18,1,23,7.328633473727977e-06
18,1,24,4.903912922914704e-06
19,0,0,-3.6224221360951227e-06
19,0,1,-2.424396770694617e-06
19,0,2,-1.062593143987693e-06
19,0,3,-5.246573515214422e-07
19,0,4,-1.1826710027679668e-06
19,0,5,-2.5334488250410004e-06
19,0,6,-3.841676573703833e-06
19,0,7,-4.745927506298608e-06
19,0,8,-5.4467099191596335e-06
19,0,9,-6.124752781350206e-06
19,0,10,-6.540948477019718e-06
19,0,11,-6.051375839111406e-06
19,0,12,-4.298375707025649e-06
19,0,13,-1.576897216942492e-06
19,0,14,1.2427093864612746e-06
19,0,15,3.4578941782948617e-06
19,0,16,4.8735350718270615e-06
19,0,17,5.757578123240963e-06
19,0,18,6.220908928229046e-06
19,0,19,6.0624563951271594e-06
19,0,20,4.9365994353877285e-06
19,0,21,2.969430942040304e-06
19,0,22,7.839751677644462e-07
19,0,23,-8.032017950969548e-07
19,0,24,-1.5221027978788078e-06
19,1,0,1.4632646561714207e-05
19,1,1,1.8966813796171002e-05
19,1,2,1.980808040074006e-05
19,1,3,1.6482672317626656e-05
19,1,4,1.0800605538822418e-05
19,1,5,5.50276971822075e-06
19,1,6,2.542351141213549e-06
19,1,7,1.7025329979281198e-06
19,1,8,1.5608688277764254e-06
19,1,9,9.532436848693981e-07
19,1,10,4.6860373702438984e-07
19,1,11,1.5414049132726884e-06
19,1,12,5.04370007787291e-06
19,1,13,9.717691281561794e-06
19,1,14,1.3077342204505086e-05
19,1,15,1.2989799336378264e-05
19,1,16,9.68352120130913e-06
19,1,17,5.226385188169928e-06
19,1,18,2.2370555931519614e-06
19,1,19,1.583690778668087e-06
19,1,20,2.1983185761357627e-06
19,1,21,1.5620937352590257e-06
19,1,22,-2.068431998749647e-06
19,1,23,-8.827052938270238e-06
19,1,24,-1.657280397151118e-05
20,0,0,2.1224437976107935e-06
20,0,1,3.0287216301281428e-06
20,0,2,3.7274058386809123e-06
20,0,3,3.8173177586422146e-06
20,0,4,3.222000352970329e-06
20,0,5,2.218244513954885e-06
20,0,6,1.3274432801598144e-06
20,0,7,9.693289174551726e-07
20,0,8,1.2359038194054373e-06
20,0,9,1.8442968487006138e-06
20,0,10,2.4655363089508194e-06
20,0,11,2.9757555682906773e-06
20,0,12,3.514422549033314e-06
20,0,13,4.133301688598307e-06
20,0,14,4.572072134495855e-06
20,0,15,4.342023449807776e-06
20,0,16,3.2806231081392327e-06
20,0,17,1.860919319814731e-06
20,0,18,9.930575436285422e-07
20,0,19,1.2215624519868278e-06
20,0,20,2.247257759171653e-06
20,0,21,3.116102062498808e-06
20,0,22,3.173890265316929e-06
20,0,23,2.6299187475966283e-06
20,0,24,2.33692011378307e-06
20,1,0,7.392309745333115e-06
20,1,1,2.028322554208022e-06
20,1,2,6.048780482254386e-08
20,1,3,2.361762598134299e-06
20,1,4,7.138883772280196e-06
20,1,5,1.1561892633317299e-05
20,1,6,1.3422378306051762e-05
20,1,7,1.2456070002445129e-05
20,1,8,1.0111004090193718e-05
20,1,9,8.564240979755161e-06
20,1,10,8.855294568170524e-06
20,1,11,1.0107950370737541e-05
20,1,12,1.0008888933940065e-05
20,1,13,7.023530010950266e-06
20,1,14,1.8393484698534711e-06
20,1,15,-2.691017693077477e-06
20,1,16,-3.940211231162193e-06
20,1,17,-1.4517479246800919e-06
20,1,18,2.607197932517311e-06
20,1,19,5.533177036937169e-06
20,1,20,5.913033325559024e-06
20,1,21,4.26655830770259e-06
20,1,22,1.6034577368109705e-06
20,1,23,-1.4546907767304704e-06
20,1,24,-4.764043549634233e-06
21,0,0,7.973882866867002e-06
21,0,1,6.222538015163137e-06
21,0,2,4.6682544748224974e-06
21,0,3,4.001934271916698e-06
21,0,4,4.237285310795125e-06
21,0,5,4.732304003058805e-06
21,0,6,4.96254295404133e-06
21,0,7,4.848321331733037e-06
21,0,8,4.779919689384954e-06
21,0,9,4.985390188886078e-06
21,0,10,5.406497156018348e-06
21,0,11,5.734109157808819e-06
21,0,12,5.9595063227248376e-06
21,0,13,6.256242434121554e-06
21,0,14,6.823760588122688e-06
21,0,15,7.408902566919512e-06
21,0,16,7.663846304753366e-06
21,0,17,7.435591507441795e-06
21,0,18,7.224849940368531e-06
21,0,19,7.630266304672006e-06
21,0,20,8.907739671435051e-06
21,0,21,1.0458203333971324e-05
21,0,22,1.147127349026536e-05
21,0,23,1.142825293503892e-05
21,0,24,1.0715118856348003e-05
21,1,0,1.8146680574605134e-06
21,1,1,-1.8400727914447563e-06
21,1,2,-2.9922161493454666e-06
21,1,3,-2.3672031955213757e-06
21,1,4,-1.3035785935770322e-06
21,1,5,-6.507913082373895e-07
21,1,6,-2.5275826750766227e-07
21,1,7,4.6900027672027174e-08
21,1,8,-3.150877366009785e-07
21,1,9,-2.810209522106081e-06
21,1,10,-8.275359992315767e-06
21,1,11,-1.5671637317395018e-05
21,1,12,-2.1774211524415183e-05
21,1,13,-2.3331624454172315e-05
21,1,14,-1.950029574754157e-05
21,1,15,-1.3373700693696e-05
21,1,16,-1.0005282969292742e-05
21,1,17,-1.2956341572386643e-05
21,1,18,-2.103475157549234e-05
21,1,19,-2.9069203152421157e-05
21,1,20,-3.137222421537673e-05
21,1,21,-2.6333702072817112e-05
21,1,22,-1.729523817936313e-05
21,1,23,-1.0144398553353152e-05
21,1,24,-8.532251504031962e-06
22,0,0,5.080108970316818e-06
22,0,1,3.7741724207408333e-06
22,0,2,1.5612884686380766e-06
22,0,3,-9.366461339104808e-07
22,0,4,-2.952518160213055e-06
22,0,5,-4.126366973292893e-06
22,0,6,-4.475466333429758e-06
22,0,7,-4.281649007817156e-06
22,0,8,-3.773836635291935e-06
22,0,9,-3.281663570093565e-06
22,0,10,-3.181351396163573e-06
22,0,11,-3.847925529993891e-06
22,0,12,-5.165148908987065e-06
22,0,13,-6.551510984845622e-06
22,0,14,-7.265372659308799e-06
22,0,15,-7.176904289359662e-06
22,0,16,-6.806448901913297e-06
22,0,17,-6.916043742705787e-06
22,0,18,-7.529762773053909e-06
22,0,19,-7.863844920249206e-06
22,0,20,-6.8615133499579616e-06
22,0,21,-4.384764244459781e-06
22,0,22,-1.3850409438350748e-06
22,0,23,6.477119865049763e-07
22,0,24,1.0270418141108647e-06
22,1,0,7.46129310050112e-06
22,1,1,1.2621031971123543e-05
22,1,2,1.5692618269083918e-05
22,1,3,1.5760134791175046e-05
22,1,4,1.4975792369444551e-05
22,1,5,1.6444720922145556e-05
22,1,6,2.124029010519817e-05
22,1,7,2.7763462689905797e-05
22,1,8,3.306287739333327e-05
22,1,9,3.5206857662005084e-05
22,1,10,3.40687843692494e-05
22,1,11,3.111184679231564e-05
22,1,12,2.811531927422164e-05
22,1,13,2.6576681225771916e-05
22,1,14,2.68398235127676e-05
22,1,15,2.802660788728457e-05
22,1,16,2.7947285396192744e-05
22,1,17,2.4520262742717003e-05
22,1,18,1.72713177407543e-05
22,1,19,8.55845950374878e-06
22,1,20,2.1876040007934566e-06
22,1,21,1.0728188659205116e-06
22,1,22,4.833532220066073e-06
22,1,23,1.0459519554723343e-05
22,1,24,1.4471233805212879e-05
23,0,0,-9.953754818600206e-07
23,0,1,3.5544310851362734e-07
23,0,2,1.4877970210146177e-06
23,0,3,1.368545256284274e-06
23,0,4,-2.7875509960460793e-08
23,0,5,-1.4932076050760889e-06
23,0,6,-1.6825894159115201e-06
23,0,7,-3.2619962470967455e-07
23,0,8,1.3253472586388754e-06
23,0,9,1.543376515916571e-06
23,0,10,-4.7523454467067737e-07
23,0,11,-3.7774953506327464e-06
23,0,12,-6.428487636480295e-06
23,0,13,-6.933091311649847e-06
23,0,14,-5.441947077234417e-06
23,0,15,-3.434124352010888e-06
23,0,16,-2.5705854951561124e-06
23,0,17,-3.355059429822443e-06
23,0,18,-5.021422186719956e-06
23,0,19,-6.2407977586637835e-06
23,0,20,-6.299161125939876e-06
23,0,21,-5.4055381847905085e-06
23,0,22,-4.406489890421589e-06
23,0,23,-3.879511190063486e-06
23,0,24,-3.880950738298903e-06
23,1,0,-3.8020400664141776e-06
23,1,1,-5.648526796490352e-06
23,1,2,-7.567889519116125e-06
23,1,3,-1.0050600544372207e-05
23,1,4,-1.3489934118314593e-05
23,1,5,-1.7005902444566074e-05
23,1,6,-1.8904010639492577e-05
23,1,7,-1.7335992273758978e-05
23,1,8,-1.1780949164875954e-05
23,1,9,-3.4061861295476344e-06
23,1,10,4.752028396849011e-06
23,1,11,9.351694601007841e-06
23,1,12,8.244455361889008e-06
23,1,13,2.371926929173833e-06
23,1,14,-4.862147834193301e-06
23,1,15,-9.209223345245767e-06
23,1,16,-8.741197364739287e-06
23,1,17,-4.695631720945338e-06
23,1,18,-7.095679499121262e-07
23,1,19,4.0162295279532405e-07
23,1,20,-1.712957444456237e-06
23,1,21,-4.67910947614885e-06
23,1,22,-6.158396809859525e-06
23,1,23,-5.466137817672644e-06
23,1,24,-4.2640481022882914e-06
24,0,0,1.5222620504034613e-06
24,0,1,1.1462646569092611e-06
24,0,2,3.2070541260912924e-07
24,0,3,-1.4965302393822195e-07
24,0,4,1.7538990539250168e-07
24,0,5,1.1357058780116902e-06
24,0,6,2.1430194784545443e-06
24,0,7,2.795311634871164e-06
24,0,8,3.125490958344056e-06
24,0,9,3.5591875151237467e-06
24,0,10,4.386184875205119e-06
24,0,11,5.526845134729073e-06
24,0,12,6.509166366091613e-06
24,0,13,6.9584080065456465e-06
24,0,14,6.8459755422413415e-06
24,0,15,6.590112850947123e-06
24,0,16,6.588199274066078e-06
24,0,17,6.9502618442794195e-06
24,0,18,7.31211486691035e-06
24,0,19,7.234185721722403e-06
24,0,20,6.472451155827583e-06
24,0,21,5.265399601074301e-06
24,0,22,4.052506179865541e-06
24,0,23,3.274975873552834e-06
24,0,24,3.0163770583570304e-06
24,1,0,-1.3308820978683543e-05
24,1,1,-2.003616421304515e-05
24,1,2,-2.5330335861337714e-05
24,1,3,-2.4637129175657463e-05
24,1,4,-1.7081061632649025e-05
24,1,5,-6.164478055324077e-06
24,1,6,2.93259858885694e-06
24,1,7,7.2879361318023655e-06
24,1,8,7.5051409321206185e-06
24,1,9,6.181492882458386e-06
24,1,10,5.021716863007721e-06
24,1,11,3.8781378530433445e-06
24,1,12,1.6520427626047133e-06
24,1,13,-1.75665775603291e-06
24,1,14,-5.16069056589254e-06
24,1,15,-6.973636586059056e-06
24,1,16,-6.6625064474997125e-06
24,1,17,-4.703424999262019e-06
24,1,18,-1.9575380357057863e-06
24,1,19,1.1943684690491252e-06
24,1,20,4.373887051462374e-06
24,1,21,6.813764149807603e-06
24,1,22,7.272327019700064e-06
24,1,23,5.3033619104919856e-06
24,1,24,1.83521499827126e-06
25,0,0,-2.3284263426366457e-06
25,0,1,-3.834652364118432e-06
25,0,2,-5.597317150847123e-06
25,0,3,-7.1822106453267565e-06
25,0,4,-7.971281711981171e-06
25,0,5,-7.746543385036934e-06
25,0,6,-6.857512300806302e-06
25,0,7,-6.048194062799312e-06
25,0,8,-5.7405407406377145e-06
25,0,9,-5.778871577314049e-06
25,0,10,-5.545967079219848e-06
25,0,11,-4.682008581503421e-06
25,0,12,-3.3745127941874824e-06
25,0,13,-2.3203833170711366e-06
25,0,14,-2.0025693018488664e-06
25,0,15,-2.34294187829324e-06
25,0,16,-2.6294101581518183e-06
25,0,17,-2.231887480381596e-06
25,0,18,-1.0355002968623345e-06
25,0,19,2.9489336141662785e-07
25,0,20,9.323039332911025e-07
25,0,21,3.903054734062287e-07
25,0,22,-9.75616163472746e-07
25,0,23,-2.3650427817745916e-06
25,0,24,-2.9692748727471542e-06
25,1,0,-8.560488768357614e-06
25,1,1,-9.068691859812539e-06
25,1,2,-8.826300604241721e-06
25,1,3,-8.45265616452554e-06
25,1,4,-9.192348216499732e-06
25,1,5,-1.1331182200274349e-05
25,1,6,-1.3230732490021472e-05
25,1,7,-1.2758028068699358e-05
25,1,8,-9.642238872382622e-06
25,1,9,-6.7451183990779266e-06
25,1,10,-8.132132764546315e-06
25,1,11,-1.566365559177332e-05
25,1,12,-2.661510701369653e-05
25,1,13,-3.5179159546146676e-05
25,1,14,-3.643804575131156e-05
25,1,15,-3.0074207909579686e-05
25,1,16,-2.0296190934944013e-05
25,1,17,-1.2752034134727477e-05
25,1,18,-1.0373876439157893e-05
25,1,19,-1.2002179025006352e-05
25,1,20,-1.389678384628942e-05
25,1,21,-1.3192089878556724e-05
25,1,22,-9.828591429169719e-06
25,1,23,-6.209772347338829e-06
25,1,24,-4.592122491192034e-06
