level_0,level_1,level_2,incorr2_data
2,0,8,-8.069350890044228e-07
2,0,9,3.3995275368377937e-06
2,0,10,7.151022252548816e-06
2,0,11,8.414330057221725e-06
2,0,12,6.773154846970435e-06
2,0,13,4.004532880217326e-06
2,0,14,2.6534903040326612e-06
2,0,15,3.861385687982822e-06
2,0,16,6.1856256264448246e-06
2,0,17,6.800758375378449e-06
2,0,18,3.938219073937744e-06
2,0,19,-1.349836040495314e-06
2,0,20,-5.983643221075917e-06
2,0,21,-7.33460557982669e-06
2,0,22,-5.448057790327746e-06
2,0,23,-2.804738001898683e-06
2,0,24,-2.152293777965661e-06
2,1,0,-4.991921816133659e-06
2,1,1,-9.120680032932086e-06
2,1,2,-1.1925575559315464e-05
2,1,3,-1.2624210109456776e-05
2,1,4,-1.0513766185119987e-05
2,1,5,-6.080038746963831e-06
2,1,6,-4.688514833848445e-07
2,1,7,4.686447643309982e-06
2,1,8,8.490944436849196e-06
2,1,9,1.0535222984443945e-05
2,1,10,1.1320739018155096e-05
2,1,11,1.135942237498309e-05
2,1,12,1.1434836949182105e-05
2,1,13,1.1799113593330434e-05
2,1,14,1.274391707629214e-05
2,1,15,1.4077233418576169e-05
2,1,16,1.5972119819423103e-05
2,1,17,1.8218410240015536e-05
2,1,18,2.0583047023349206e-05
2,1,19,2.1741346023382182e-05
2,1,20,2.03792547234968e-05
2,1,21,1.5569776819661656e-05
2,1,22,8.761959310100737e-06
2,1,23,2.966186774390738e-06
2,1,24,1.7603473941940422e-06
2,2,0,8.343595379029889e-06
2,2,1,1.1035490916406598e-05
2,2,2,1.1059674744684988e-05
2,2,3,7.867162029374941e-06
2,2,4,3.6964098949847347e-06
2,2,5,1.4722634879231597e-06
2,2,6,2.2828672057607907e-06
2,2,7,4.708597113809132e-06
2,2,8,6.540396231828572e-06
2,2,9,6.95432110109286e-06
2,2,10,7.045203633814358e-06
2,2,11,8.276389540333516e-06
2,2,12,1.0700060534245303e-05
2,2,13,1.2761038860004971e-05
2,2,14,1.2891959532882412e-05
2,2,15,1.109530874763144e-05
2,2,16,8.907489378489394e-06
2,2,17,7.754265358967934e-06
2,2,18,7.552970167805926e-06
2,2,19,6.978013802224974e-06
2,2,20,5.168435095292479e-06
2,2,21,2.930639901038015e-06
2,2,22,2.1673797487077075e-06
2,2,23,3.976399662087107e-06
2,2,24,7.4330754812613185e-06
3,0,0,5.012446565273352e-06
3,0,1,3.4574834504814207e-06
3,0,2,3.502169108632677e-06
3,0,3,5.034054340720054e-06
3,0,4,6.2908730824980585e-06
3,0,5,5.591219898275581e-06
3,0,6,2.8442097087459216e-06
3,0,7,-3.5831645243038717e-07
3,0,8,-2.268699460883337e-06
3,0,9,-2.360908218798722e-06
3,0,10,-1.535258547986519e-06
3,0,11,-8.990779085529468e-07
3,0,12,-6.884656716282019e-07
3,0,13,-1.551737250723511e-07
3,0,14,1.3536209937026124e-06
3,0,15,3.5503705095554956e-06
3,0,16,5.208734078532778e-06
3,0,17,5.233260604419902e-06
3,0,18,3.5099270985544033e-06
3,0,19,1.043664649022868e-06
3,0,20,-9.677300257456304e-07
3,0,21,-2.0018773582694468e-06
3,0,22,-2.561018156447718e-06
3,0,23,-3.4667944935790366e-06
3,0,24,-5.034258067536287e-06
3,1,0,1.4220582882435362e-05
3,1,1,6.837114880926755e-06
3,1,2,-2.2328864693769095e-06
3,1,3,-7.571758145837233e-06
3,1,4,-6.8715847306375895e-06
3,1,5,-2.365188846625873e-06
3,1,6,1.2562264788193846e-06
3,1,7,8.894851949419946e-07
3,1,8,-2.927274770591311e-06
3,1,9,-6.968997435415124e-06
3,1,10,-8.453222234036358e-06
3,1,11,-6.9338552872107205e-06
3,1,12,-4.085587413045017e-06
3,1,13,-1.7046814063446616e-06
3,1,14,-5.120522549891248e-07
3,1,15,-1.5535531706094978e-07
3,1,16,-3.525035533815918e-07
3,1,17,-1.1752986386055387e-06
3,1,18,-2.843897570159622e-06
3,1,19,-5.095365198469574e-06
3,1,20,-7.69663904620914e-06
3,1,21,-1.0953218024458257e-05
3,1,22,-1.593196235356051e-05
3,1,23,-2.3009941266532107e-05
3,1,24,-3.06990904418616e-05
3,2,0,8.87554355851253e-06
3,2,1,8.531972107255414e-06
3,2,2,8.551790360900242e-06
3,2,3,8.007134721255073e-06
3,2,4,5.723796579130687e-06
3,2,5,1.7529151852793456e-06
3,2,6,-2.2323391354572267e-06
3,2,7,-3.87175974850371e-06
3,2,8,-2.1247153516117904e-06
3,2,9,1.7618909886248926e-06
3,2,10,4.916869220831344e-06
3,2,11,5.138762284508157e-06
3,2,12,2.5311667209013057e-06
3,2,13,-5.252653032639015e-07
3,2,14,-1.417772476296508e-06
3,2,15,7.955691335470005e-07
3,2,16,4.749690631632739e-06
3,2,17,8.250564983588679e-06
3,2,18,9.979169557026318e-06
3,2,19,1.0379361056089191e-05
3,2,20,1.0588135204194263e-05
3,2,21,1.1082641305236386e-05
3,2,22,1.0958791408073772e-05
3,2,23,9.005123272381695e-06
3,2,24,5.002946347274948e-06
4,0,0,-5.187562496751546e-06
4,0,1,-2.877454469075213e-06
4,0,2,-7.640285389405502e-08
4,0,3,2.149543829744403e-06
4,0,4,3.5434277906965872e-06
4,0,5,4.560591764603245e-06
4,0,6,5.345172473949155e-06
4,0,7,5.49277655408664e-06
4,0,8,4.225044603320502e-06
4,0,9,1.3714869259915226e-06
4,0,10,-2.535627792479977e-06
4,0,11,-6.389661670880937e-06
4,0,12,-9.458680283361005e-06
4,0,13,-1.1529801294185983e-05
4,0,14,-1.3045690333220216e-05
4,0,15,-1.4342763674896411e-05
4,0,16,-1.550968031925604e-05
4,0,17,-1.6060129804035717e-05
4,0,18,-1.5555780787386455e-05
4,0,19,-1.3780153154379173e-05
4,0,20,-1.1353291653006024e-05
4,0,21,-9.17663578579777e-06
4,0,22,-8.166914025247677e-06
4,0,23,-8.356723389548782e-06
4,0,24,-9.200989143891096e-06
4,1,0,4.4446588370385955e-06
4,1,1,7.726012087535291e-06
4,1,2,1.0757304131627887e-05
4,1,3,1.0619234102692216e-05
4,1,4,7.23460627207877e-06
4,1,5,3.20004915231912e-06
4,1,6,1.3647584840875449e-06
4,1,7,2.5538193238769738e-06
4,1,8,5.011531613589734e-06
4,1,9,5.894520742527517e-06
4,1,10,3.1995140056286224e-06
4,1,11,-2.869196257060058e-06
4,1,12,-1.0019491459533443e-05
4,1,13,-1.4990561108429892e-05
4,1,14,-1.5484073313647108e-05
4,1,15,-1.1489884662524007e-05
4,1,16,-5.416813372675341e-06
4,1,17,-3.4974191815324184e-07
4,1,18,2.0694229841914654e-06
4,1,19,2.7514454314584157e-06
4,1,20,3.97090267602768e-06
4,1,21,7.297241354133803e-06
4,1,22,1.210391292107534e-05
4,1,23,1.629787172262179e-05
4,1,24,1.8042975257791206e-05
4,2,0,2.0598010758001513e-06
4,2,1,3.6581889252700116e-06
4,2,2,3.370138852202539e-06
4,2,3,1.995701707253444e-06
4,2,4,1.3632572721104287e-06
4,2,5,2.4374740314083955e-06
4,2,6,3.9312141456403075e-06
4,2,7,3.6560286934221706e-06
4,2,8,5.036313343693979e-07
4,2,9,-4.17921261803005e-06
4,2,10,-8.09034984972849e-06
4,2,11,-9.913436372173e-06
4,2,12,-1.0590431496451517e-05
4,2,13,-1.1734077445226942e-05
4,2,14,-1.3922642600035554e-05
4,2,15,-1.570609334278618e-05
4,2,16,-1.5394856975244086e-05
4,2,17,-1.2652349148353174e-05
4,2,18,-9.264943357081238e-06
4,2,19,-7.2198862820101704e-06
4,2,20,-7.289474996860696e-06
4,2,21,-8.288118384182353e-06
4,2,22,-8.897969515405139e-06
4,2,23,-8.740066680909195e-06
4,2,24,-8.920777460078185e-06
5,0,0,-4.580328891319466e-06
5,0,1,-4.25688383051673e-06
5,0,2,-5.1727089928587365e-06
5,0,3,-5.824255727406675e-06
5,0,4,-4.398620214548821e-06
5,0,5,-4.348654848625629e-07
5,0,6,4.442527345223759e-06
5,0,7,7.956182644515224e-06
5,0,8,9.036417894142386e-06
5,0,9,8.76534335803752e-06
5,0,10,9.087008355783421e-06
5,0,11,1.1007558514709523e-05
5,0,12,1.3567341577333828e-05
5,0,13,1.5037443014419716e-05
5,0,14,1.4551310085524766e-05
5,0,15,1.2983105455273468e-05
5,0,16,1.1691136925535452e-05
5,0,17,1.10312810472683e-05
5,0,18,9.754936909143802e-06
5,0,19,6.546792526262513e-06
5,0,20,1.5245979966303032e-06
5,0,21,-3.2956123086435684e-06
5,0,22,-5.807589054849393e-06
5,0,23,-5.571758166559161e-06
5,0,24,-4.400215468279502e-06
5,1,0,-4.29944636420453e-06
5,1,1,-4.84052296024595e-06
5,1,2,-6.575538380032976e-06
5,1,3,-9.113947589251361e-06
5,1,4,-1.0421236375570092e-05
5,1,5,-9.222139625394933e-06
5,1,6,-6.989467614871897e-06
5,1,7,-7.012402888805088e-06
5,1,8,-1.1255043668281935e-05
5,1,9,-1.8008629826957428e-05
5,1,10,-2.2838049675718685e-05
5,1,11,-2.2014041642867644e-05
5,1,12,-1.5452315213379487e-05
5,1,13,-6.637814757372285e-06
5,1,14,2.7081839397132035e-08
5,1,15,2.095696467527787e-06
5,1,16,-1.404433440266291e-07
5,1,17,-4.836660881886792e-06
5,1,18,-1.0324410840580772e-05
5,1,19,-1.584220613909447e-05
5,1,20,-2.1313842761815972e-05
5,1,21,-2.6702110005760336e-05
5,1,22,-3.1738784055058413e-05
5,1,23,-3.577488877102566e-05
5,1,24,-3.7758946399337736e-05
5,2,0,-7.781365754899429e-07
5,2,1,-8.768162064059257e-07
5,2,2,-4.046627206025677e-06
5,2,3,-8.134816865350183e-06
5,2,4,-9.511367676017695e-06
5,2,5,-6.09001699538461e-06
5,2,6,5.318871978619788e-07
5,2,7,6.238476728150273e-06
5,2,8,7.65700399411103e-06
5,2,9,4.857661842459429e-06
5,2,10,8.301272042452219e-07
5,2,11,-1.2697131940540027e-06
5,2,12,-7.595113970126791e-07
5,2,13,6.572418995058352e-07
5,2,14,9.330670903067321e-07
5,2,15,-2.6674550042149186e-07
5,2,16,-1.7438526161379567e-06
5,2,17,-2.3315524578721624e-06
5,2,18,-2.3259015853069022e-06
5,2,19,-2.9609873750021656e-06
5,2,20,-5.002250765716667e-06
5,2,21,-7.6299359761914e-06
5,2,22,-9.216397439560254e-06
5,2,23,-8.838772323374036e-06
5,2,24,-7.368852785231213e-06
6,0,0,1.2121160760755715e-06
6,0,1,8.016583825650475e-07
6,0,2,-1.8249406183711714e-06
6,0,3,-5.350329672782937e-06
6,0,4,-7.355291855227824e-06
6,0,5,-6.099190159083382e-06
6,0,6,-2.2324329953118483e-06
6,0,7,1.4172280527599142e-06
6,0,8,2.019371489118732e-06
6,0,9,-7.454862154318525e-07
6,0,10,-4.206701186306046e-06
6,0,11,-4.827393494535512e-06
6,0,12,-1.3019694245772068e-06
6,0,13,4.294895252649042e-06
6,0,14,8.216667751750613e-06
6,0,15,8.153970096459165e-06
6,0,16,4.849727046765044e-06
6,0,17,1.0847171486348138e-06
6,0,18,-9.037763582523181e-07
6,0,19,-8.594943338557232e-07
6,0,20,8.93029279842623e-08
6,0,21,1.1245476511472484e-06
6,0,22,2.3483510071631666e-06
6,0,23,3.9555293049555905e-06
6,0,24,5.103872612036728e-06
6,1,0,1.7676551842316822e-06
6,1,1,2.3451137061987014e-07
6,1,2,-4.135330589409255e-06
6,1,3,-8.559296966482652e-06
6,1,4,-9.294115581974245e-06
6,1,5,-4.85776334206966e-06
6,1,6,2.6205631392579615e-06
6,1,7,8.481800013183428e-06
6,1,8,9.287185232243465e-06
6,1,9,5.100013807858545e-06
6,1,10,-5.445486375919106e-07
6,1,11,-3.838574832926687e-06
6,1,12,-3.158472147104846e-06
6,1,13,8.727720187830496e-09
6,1,14,3.106935447161986e-06
6,1,15,4.164969930788053e-06
6,1,16,2.9615910975941986e-06
6,1,17,9.100494360475293e-09
6,1,18,-3.880944553734839e-06
6,1,19,-8.170897612100802e-06
6,1,20,-1.1775188061551197e-05
6,1,21,-1.3700667681834362e-05
6,1,22,-1.354586877090288e-05
6,1,23,-1.2897420866748999e-05
6,1,24,-1.4248058353987457e-05
6,2,0,7.754187506220302e-06
6,2,1,7.14456629526155e-06
6,2,2,4.649175458482286e-06
6,2,3,9.89481683256297e-07
6,2,4,-2.0991199875352153e-06
6,2,5,-2.6831025424689427e-06
6,2,6,-3.915749006551442e-07
6,2,7,3.168026934786169e-06
6,2,8,5.3222612106764485e-06
6,2,9,4.687832258064593e-06
6,2,10,2.2121850963635007e-06
6,2,11,5.661579591796288e-07
6,2,12,1.5654575924131285e-06
6,2,13,4.801608955558149e-06
6,2,14,7.843957545006013e-06
6,2,15,8.575762458808904e-06
6,2,16,6.5877554406449995e-06
6,2,17,3.342880567988463e-06
6,2,18,3.506589389373366e-07
6,2,19,-1.6971862603956645e-06
6,2,20,-3.085806429733431e-06
6,2,21,-3.7776132211478526e-06
6,2,22,-3.413374775777567e-06
6,2,23,-1.7450820710941336e-06
6,2,24,1.186256571996298e-07
7,0,0,7.929873508986062e-06
7,0,1,4.121544468514352e-06
7,0,2,-1.6309397567250167e-06
7,0,3,-5.066775413992261e-06
7,0,4,-3.915112451200186e-06
7,0,5,5.229288113402304e-07
7,0,6,4.819756649309867e-06
7,0,7,6.5279747168045434e-06
7,0,8,6.0575691343248866e-06
7,0,9,5.97228472347516e-06
7,0,10,8.404951347717288e-06
7,0,11,1.3029549348608392e-05
7,0,12,1.7170807660774252e-05
7,0,13,1.802739743230711e-05
7,0,14,1.497181969652801e-05
7,0,15,1.015780159507396e-05
7,0,16,6.844521078292593e-06
7,0,17,6.922517162291587e-06
7,0,18,9.491603992055786e-06
7,0,19,1.1679939226600365e-05
7,0,20,1.0859529882438924e-05
7,0,21,6.640946329576093e-06
7,0,22,9.937009201901634e-07
7,0,23,-3.379310196911881e-06
7,0,24,-5.103668885220495e-06
7,1,0,1.4454401604617408e-05
7,1,1,1.2702879219545112e-05
7,1,2,8.049293075491383e-06
7,1,3,3.1970183521297694e-06
7,1,4,-1.5923723377358583e-07
7,1,5,-2.2176784444440665e-06
7,1,6,-3.956775312715586e-06
7,1,7,-5.2837106400768915e-06
7,1,8,-4.430508554459676e-06
7,1,9,5.949870317165436e-07
7,1,10,9.583954813045705e-06
7,1,11,1.8978203580389966e-05
7,1,12,2.3489893996937478e-05
7,1,13,1.967518066736207e-05
7,1,14,8.739883326774585e-06
7,1,15,-3.8045328095299416e-06
7,1,16,-1.16357836219692e-05
7,1,17,-1.1815942155947044e-05
7,1,18,-6.3500499018475385e-06
7,1,19,-1.1125665816764837e-07
7,1,20,3.111960587363102e-06
7,1,21,3.198311653614962e-06
7,1,22,3.085255275935944e-06
7,1,23,5.739655256582874e-06
7,1,24,1.1610317042344315e-05
7,2,0,2.1924500796750195e-05
7,2,1,1.9650822216098337e-05
7,2,2,1.5298192966516208e-05
7,2,3,1.16680117491057e-05
7,2,4,1.1008134770561153e-05
7,2,5,1.3534468800343105e-05
7,2,6,1.722895420451021e-05
7,2,7,1.935082865842921e-05
7,2,8,1.849742866676194e-05
7,2,9,1.5769771069582862e-05
7,2,10,1.387102550075986e-05
7,2,11,1.486513814920765e-05
7,2,12,1.828757985970124e-05
7,2,13,2.1465291821811967e-05
7,2,14,2.1656163475940573e-05
7,2,15,1.829210841578779e-05
7,2,16,1.3227212381675276e-05
7,2,17,9.02958868022395e-06
7,2,18,6.917323583669193e-06
7,2,19,6.270443648404532e-06
7,2,20,5.7530852193472554e-06
7,2,21,4.759701985661155e-06
7,2,22,3.5625068070367985e-06
7,2,23,2.399995209381378e-06
7,2,24,7.690081589311644e-07
8,0,0,7.31266856729304e-06
8,0,1,8.264840412640427e-06
8,0,2,6.767100522549457e-06
8,0,3,4.4234119490949345e-06
8,0,4,2.879606515470616e-06
8,0,5,2.608372453992682e-06
8,0,6,2.7876795190180388e-06
8,0,7,2.4714221949505196e-06
8,0,8,1.3856973261711252e-06
8,0,9,-5.068638491179237e-08
8,0,10,-1.5979383771815464e-06
8,0,11,-3.446761235383506e-06
8,0,12,-5.7939495445026e-06
8,0,13,-8.009375716233635e-06
8,0,14,-8.91459871678015e-06
8,0,15,-7.738760293061065e-06
8,0,16,-5.167743515510946e-06
8,0,17,-2.8650982557717444e-06
8,0,18,-2.201922176096825e-06
8,0,19,-3.0071747908273674e-06
8,0,20,-4.00257710278149e-06
8,0,21,-3.998862362566215e-06
8,0,22,-3.0248257185655746e-06
8,0,23,-1.8829634708258464e-06
8,0,24,-1.238027125767836e-06
8,1,0,-1.904701122117897e-06
8,1,1,-1.2547534611784435e-06
8,1,2,-5.564240919888582e-07
8,1,3,-1.4053692421162571e-06
8,1,4,-4.1148342165046804e-06
8,1,5,-7.658286745457525e-06
8,1,6,-1.1114742830708514e-05
8,1,7,-1.4477626461667959e-05
8,1,8,-1.8113367238374307e-05
8,1,9,-2.1410762884255686e-05
8,1,10,-2.2752088600800757e-05
8,1,11,-2.0892180639109467e-05
8,1,12,-1.6500508600387847e-05
8,1,13,-1.1762281967742842e-05
8,1,14,-8.622909937255603e-06
8,1,15,-7.189052955969093e-06
8,1,16,-6.245762144617916e-06
8,1,17,-4.849115502518459e-06
8,1,18,-3.5602214287161287e-06
8,1,19,-3.7062637245284568e-06
8,1,20,-5.920519922257697e-06
8,1,21,-9.288273715518766e-06
8,1,22,-1.219940259022679e-05
8,1,23,-1.3520149715545021e-05
8,1,24,-1.3272834091787545e-05
8,2,0,1.0834715956221756e-05
8,2,1,9.195031589707828e-06
8,2,2,5.781256636255518e-06
8,2,3,2.735005950681022e-06
8,2,4,1.5851445150210633e-06
8,2,5,2.0516081655055565e-06
8,2,6,2.627562428688163e-06
8,2,7,2.300012454437277e-06
8,2,8,1.4844546279357967e-06
8,2,9,1.3125786804314783e-06
8,2,10,2.085356604008195e-06
8,2,11,2.7680478936887958e-06
8,2,12,2.088321374881213e-06
8,2,13,5.937718103526615e-08
8,2,14,-1.918730078101792e-06
8,2,15,-2.4869894702959162e-06
8,2,16,-1.7906064652718632e-06
8,2,17,-1.3199492256044758e-06
8,2,18,-2.3690667501930775e-06
8,2,19,-4.694979067537621e-06
8,2,20,-6.8009584642158205e-06
8,2,21,-7.36309968545995e-06
8,2,22,-6.293129356987838e-06
8,2,23,-4.420369871171114e-06
8,2,24,-2.5219298925724604e-06
9,0,0,-4.127160780280429e-06
9,0,1,-4.325306209344322e-06
9,0,2,-3.0231735304657144e-06
9,0,3,-3.5841285887021167e-07
9,0,4,2.993175848169078e-06
9,0,5,6.351256255637946e-06
9,0,6,9.207668473080446e-06
9,0,7,1.1487527252221884e-05
9,0,8,1.311610268648494e-05
9,0,9,1.3986423645431898e-05
9,0,10,1.382822977262705e-05
9,0,11,1.2694053482827593e-05
9,0,12,1.0811234257863598e-05
9,0,13,8.575083611953385e-06
9,0,14,5.998253344182905e-06
9,0,15,2.945118329310224e-06
9,0,16,-7.4195887660267e-07
9,0,17,-4.665777011217951e-06
9,0,18,-8.177513640457966e-06
9,0,19,-1.0454836020737303e-05
9,0,20,-1.1102338050387247e-05
9,0,21,-9.979448226207094e-06
9,0,22,-7.446664787499825e-06
9,0,23,-4.073349252155597e-06
9,0,24,-9.051596087648566e-07
9,1,0,8.954586652827807e-06
9,1,1,7.380470306926894e-06
9,1,2,5.534007223713318e-06
9,1,3,4.440681434749534e-06
9,1,4,4.872494246074843e-06
9,1,5,7.060937164793716e-06
9,1,6,1.0586385336361977e-05
9,1,7,1.4379204581554299e-05
9,1,8,1.709747619327122e-05
9,1,9,1.7706075132169945e-05
9,1,10,1.6122753972154166e-05
9,1,11,1.3447304282017858e-05
9,1,12,1.1547110070012285e-05
9,1,13,1.2035902361454847e-05
9,1,14,1.5149230828869799e-05
9,1,15,1.9224515121981723e-05
9,1,16,2.1485526260238527e-05
9,1,17,1.9760824510523293e-05
9,1,18,1.4253967886849756e-05
9,1,19,7.883146580895729e-06
9,1,20,4.623706696070084e-06
9,1,21,6.689113897295502e-06
9,1,22,1.2717530088015346e-05
9,1,23,1.839609349317615e-05
9,1,24,1.936232321643938e-05
9,2,0,4.597679503902673e-06
9,2,1,2.7341461143771533e-06
9,2,2,2.4646169916925684e-06
9,2,3,3.1708205387537627e-06
9,2,4,3.944091863213544e-06
9,2,5,4.895215970648876e-06
9,2,6,7.0779243432886785e-06
9,2,7,1.108145459653183e-05
9,2,8,1.5660003060996575e-05
9,2,9,1.818683985945716e-05
9,2,10,1.6749794553496604e-05
9,2,11,1.217421759016577e-05
9,2,12,7.758338440101047e-06
9,2,13,6.9089307664361695e-06
9,2,14,1.0397816522852575e-05
9,2,15,1.568833127479376e-05
9,2,16,1.874394102478684e-05
9,2,17,1.694708796791118e-05
9,2,18,1.0777458534519499e-05
9,2,19,3.391093974241524e-06
9,2,20,-1.566839478683594e-06
9,2,21,-2.1550837439543934e-06
9,2,22,8.493437361863903e-07
9,2,23,4.769841760343376e-06
9,2,24,6.792423765807206e-06
10,0,0,6.370697614672743e-06
10,0,1,3.671411159441413e-06
10,0,2,1.911047758140381e-06
10,0,3,1.887327226469978e-06
10,0,4,2.504479599368454e-06
10,0,5,1.9863446437232325e-06
10,0,6,-2.888078185895458e-07
10,0,7,-3.3125696557118685e-06
10,0,8,-5.420150126886927e-06
10,0,9,-5.790116933772219e-06
10,0,10,-4.784571572954901e-06
10,0,11,-3.252111176409552e-06
10,0,12,-1.5777555980548162e-06
10,0,13,2.6992629902676746e-07
10,0,14,2.151617113897459e-06
10,0,15,3.3768407368608294e-06
10,0,16,3.2898562984892167e-06
10,0,17,1.9628462106623118e-06
10,0,18,2.836652171459453e-07
10,0,19,-9.273511888693262e-07
10,0,20,-1.580635967818252e-06
10,0,21,-2.17720629340997e-06
10,0,22,-2.8380558856030866e-06
10,0,23,-2.9381774294407462e-06
10,0,24,-1.7078253476765986e-06
10,1,0,8.503239350208852e-06
10,1,1,1.8506736799476467e-06
10,1,2,-2.3312730610956144e-06
10,1,3,-1.5994745137557311e-06
10,1,4,3.2289481649996432e-06
10,1,5,8.5245993792951e-06
