level_0,level_1,level_2,correct_data
15,0,24,-5.034598582357705e-06
15,1,0,2.0835881824837163e-06
15,1,1,1.864607866582205e-06
15,1,2,-1.8936669503326255e-06
15,1,3,-7.464322809296812e-06
15,1,4,-1.1189914387919593e-05
15,1,5,-1.0160711250567229e-05
15,1,6,-4.258354301572468e-06
15,1,7,3.7175298174661362e-06
15,1,8,9.890747753206605e-06
15,1,9,1.1473110669590317e-05
15,1,10,8.165446464575028e-06
15,1,11,2.0601110315991342e-06
15,1,12,-3.508020433833195e-06
15,1,13,-5.80427740269195e-06
15,1,14,-4.076145038910508e-06
15,1,15,-3.4673678845223136e-08
15,1,16,3.277572299066145e-06
15,1,17,3.4367284172798077e-06
15,1,18,3.787736033753632e-07
15,1,19,-3.709120629328237e-06
15,1,20,-6.111407947291178e-06
15,1,21,-5.847086955144433e-06
15,1,22,-4.265799789110008e-06
15,1,23,-3.815409638729462e-06
15,1,24,-5.753214731394718e-06
16,0,0,5.047059478502907e-07
16,0,1,6.66349261261954e-07
16,0,2,-2.110743256100629e-08
16,0,3,-2.6212040147091156e-07
16,0,4,4.404773855792713e-07
16,0,5,1.2864289793259123e-06
16,0,6,9.864372406462167e-07
16,0,7,-8.698814001510406e-07
16,0,8,-3.324361436595006e-06
16,0,9,-4.876870007049217e-06
16,0,10,-4.878885811136264e-06
16,0,11,-4.031256745336677e-06
16,0,12,-3.6150519547200114e-06
16,0,13,-4.157329083785661e-06
16,0,14,-4.990625240467491e-06
16,0,15,-4.991603492983295e-06
16,0,16,-3.824093494271389e-06
16,0,17,-2.337428157531051e-06
16,0,18,-1.8078939589218264e-06
16,0,19,-2.6935477254765695e-06
16,0,20,-4.231855991142518e-06
16,0,21,-5.140532525022066e-06
16,0,22,-4.8457070801233054e-06
16,0,23,-3.954454282202076e-06
16,0,24,-3.679129495393551e-06
16,1,0,1.3398469508975287e-05
16,1,1,1.101871110270673e-05
16,1,2,8.281642781809235e-06
16,1,3,8.68818546436817e-06
16,1,4,1.2520034401976082e-05
16,1,5,1.6566502992123406e-05
16,1,6,1.6571066472807023e-05
16,1,7,1.0774491398960221e-05
16,1,8,1.0861115859323508e-06
16,1,9,-8.223164454401125e-06
16,1,10,-1.3312052959103923e-05
16,1,11,-1.2432104452898417e-05
16,1,12,-6.4029533904485895e-06
16,1,13,2.3557228256287655e-06
16,1,14,1.0706628541281497e-05
16,1,15,1.6189410476042483e-05
16,1,16,1.786781821715188e-05
16,1,17,1.6906454654413527e-05
16,1,18,1.5409682466699663e-05
16,1,19,1.49436704712908e-05
16,1,20,1.5192119689261458e-05
16,1,21,1.4808152848324219e-05
16,1,22,1.2914274895217638e-05
16,1,23,1.0322204042603506e-05
16,1,24,8.356744489826178e-06
17,0,0,4.687530305819105e-07
17,0,1,5.545093327646835e-07
17,0,2,1.1284639353914398e-06
17,0,3,1.7530426964384343e-06
17,0,4,2.1509986574910376e-06
17,0,5,2.4244286030096533e-06
17,0,6,2.82424047897835e-06
17,0,7,3.384798815619927e-06
17,0,8,3.7553775305496897e-06
17,0,9,3.507740673258761e-06
17,0,10,2.549121783672318e-06
17,0,11,1.3053130909486293e-06
17,0,12,4.438911739932454e-07
17,0,13,4.779702592996406e-07
17,0,14,1.4777561084079532e-06
17,0,15,3.116557537452243e-06
17,0,16,4.830906690721871e-06
17,0,17,6.056552319233153e-06
17,0,18,6.379555365604241e-06
17,0,19,5.737953773869443e-06
17,0,20,4.474675073027425e-06
17,0,21,3.2561842575426654e-06
17,0,22,2.692729907828549e-06
17,0,23,3.0575346046085963e-06
17,0,24,4.144326947335368e-06
17,1,0,-5.431618855247181e-06
17,1,1,-7.640128501567109e-07
17,1,2,3.2573142137769858e-06
17,1,3,5.77460350051397e-06
17,1,4,6.093084902958346e-06
17,1,5,4.515590693684714e-06
17,1,6,2.7154603635518487e-06
17,1,7,2.5569407097399707e-06
17,1,8,4.459513796122949e-06
17,1,9,6.6874920863191334e-06
17,1,10,6.773768210206451e-06
17,1,11,3.719678043983735e-06
17,1,12,-7.889215457232153e-07
17,1,13,-3.693588642377795e-06
17,1,14,-3.142434844890569e-06
17,1,15,-3.346835505758056e-07
17,1,16,1.5214366839493034e-06
17,1,17,1.682251305566756e-08
17,1,18,-4.078362387026471e-06
17,1,19,-7.442089665283852e-06
17,1,20,-7.11949407254523e-06
17,1,21,-3.4076809750617433e-06
17,1,22,3.669565385391396e-07
17,1,23,8.300974637680307e-07
17,1,24,-2.0585446998004007e-06
18,0,0,8.130939143681921e-07
18,0,1,2.959315041594361e-07
18,0,2,-3.3600061261043625e-07
18,0,3,-1.1993553195227262e-06
18,0,4,-2.1768888797543212e-06
18,0,5,-2.8485527279105438e-06
18,0,6,-2.7161886869198814e-06
18,0,7,-1.7976792418750631e-06
18,0,8,-6.656994727625897e-07
18,0,9,-7.774328425852759e-08
18,0,10,-2.1000987857478485e-07
18,0,11,-5.2464298150494e-07
18,0,12,-1.5257244513099695e-07
18,0,13,1.2474551298858428e-06
18,0,14,3.264600357840401e-06
18,0,15,5.013969059426807e-06
18,0,16,5.9813538409784995e-06
18,0,17,6.285821385051255e-06
18,0,18,6.518665856494244e-06
18,0,19,7.0131835990687235e-06
18,0,20,7.622937232458027e-06
18,0,21,7.819481950822947e-06
18,0,22,7.324113648790695e-06
18,0,23,6.253687117769376e-06
18,0,24,5.083239814924855e-06
18,1,0,-2.8275896023180643e-06
18,1,1,-6.584599130184934e-06
18,1,2,-1.0218149116021007e-05
18,1,3,-1.2598661311509626e-05
18,1,4,-1.3805757249605016e-05
18,1,5,-1.385470261720497e-05
18,1,6,-1.2504104420138214e-05
18,1,7,-9.06986401660165e-06
18,1,8,-3.7024631280120548e-06
18,1,9,2.602491843062331e-06
18,1,10,7.839769503740883e-06
18,1,11,1.0396575972060871e-05
18,1,12,9.407138854045625e-06
18,1,13,5.6781097491968e-06
18,1,14,8.661576559380836e-07
18,1,15,-2.6648398885852076e-06
18,1,16,-3.3321034194097425e-06
18,1,17,-4.6896089559909815e-07
18,1,18,4.709345082263015e-06
18,1,19,1.0085255203409196e-05
18,1,20,1.2899621116364314e-05
18,1,21,1.1704844829884837e-05
18,1,22,6.63640976993605e-06
18,1,23,1.7255629502611764e-07
18,1,24,-4.851552584557645e-06
19,0,0,-7.66885289126229e-06
19,0,1,-7.940015466455599e-06
19,0,2,-7.588196717119911e-06
19,0,3,-6.209691584208108e-06
19,0,4,-3.866838654498027e-06
19,0,5,-1.3652328765310586e-06
19,0,6,1.2123992017804523e-07
19,0,7,-4.841494459763493e-08
19,0,8,-1.378635099706623e-06
19,0,9,-2.4991652398478642e-06
19,0,10,-2.2360142217029138e-06
19,0,11,-5.232184399323258e-07
19,0,12,1.6036700128775275e-06
19,0,13,2.93509169577059e-06
19,0,14,3.061965662861662e-06
19,0,15,2.5551037123139564e-06
19,0,16,2.2091719403716275e-06
19,0,17,2.156426885749986e-06
19,0,18,1.7093163733129032e-06
19,0,19,9.552733360134863e-08
19,0,20,-2.631007594669816e-06
19,0,21,-5.406081335034501e-06
19,0,22,-6.927540483503273e-06
19,0,23,-6.717660389824365e-06
19,0,24,-5.570273507385864e-06
19,1,0,7.3191761838801365e-06
19,1,1,1.1096886902861472e-05
19,1,2,1.0332709797959173e-05
19,1,3,6.222908361411218e-06
19,1,4,1.983213071519424e-06
19,1,5,6.593850328530281e-07
19,1,6,2.759935928423865e-06
19,1,7,6.323692744997407e-06
19,1,8,8.506670691870832e-06
19,1,9,7.996928735357577e-06
19,1,10,5.463147035250767e-06
19,1,11,2.6392719912490353e-06
19,1,12,3.639645965115013e-07
19,1,13,-1.8126868141726484e-06
19,1,14,-4.98015368211312e-06
19,1,15,-9.085595364793691e-06
19,1,16,-1.2696838719443806e-05
19,1,17,-1.3764381788419658e-05
19,1,18,-1.1595389687480621e-05
19,1,19,-7.461448078400611e-06
19,1,20,-4.014008359959473e-06
19,1,21,-2.9483221153944294e-06
19,1,22,-3.918246569989197e-06
19,1,23,-4.653319116405309e-06
19,1,24,-3.287123812566493e-06
20,0,0,2.0792508021863292e-06
20,0,1,1.2209923806992618e-06
20,0,2,3.148796669474799e-07
20,0,3,-2.8940056471723327e-08
20,0,4,7.542888737209694e-08
20,0,5,2.9759798269501087e-08
20,0,6,-4.629112096011678e-07
20,0,7,-1.07458073908304e-06
20,0,8,-1.1959240688102178e-06
20,0,9,-6.379825758383107e-07
20,0,10,1.865939821592799e-07
20,0,11,6.420542472546155e-07
20,0,12,4.96773153044279e-07
20,0,13,-3.3910020186414624e-09
20,0,14,-4.800946570556978e-07
20,0,15,-8.588064830025225e-07
20,0,16,-1.2856171643430128e-06
20,0,17,-1.8333496246101275e-06
20,0,18,-2.2282223985777775e-06
20,0,19,-2.092861754399061e-06
20,0,20,-1.261906091417649e-06
20,0,21,1.2211319426633285e-08
20,0,22,1.3404620603633976e-06
20,0,23,2.469769279254887e-06
20,0,24,3.44620244183041e-06
20,1,0,6.911472986064447e-06
20,1,1,1.0002057537234312e-05
20,1,2,1.1742096278233023e-05
20,1,3,1.3102963762029463e-05
20,1,4,1.5045528058641074e-05
20,1,5,1.766397935117005e-05
20,1,6,1.981402631339097e-05
20,1,7,2.0603920290863812e-05
20,1,8,2.0333404548312042e-05
20,1,9,2.0772175358007476e-05
20,1,10,2.3183923967595005e-05
20,1,11,2.6972394372856527e-05
20,1,12,2.9290648380900144e-05
20,1,13,2.747600997296735e-05
20,1,14,2.0884513234861388e-05
20,1,15,1.1621695185030922e-05
20,1,16,2.19910237868143e-06
20,1,17,-6.118851979637174e-06
20,1,18,-1.378745239516649e-05
20,1,19,-2.0494757641960045e-05
20,1,20,-2.417544055432737e-05
20,1,21,-2.1866766072221335e-05
20,1,22,-1.3500303813260848e-05
20,1,23,-3.066306135441081e-06
20,1,24,3.2181571921012498e-06
21,0,0,1.2395586239189726e-06
21,0,1,7.682205365076926e-07
21,0,2,-7.224895506053768e-07
21,0,3,-2.5726233090152706e-06
21,0,4,-3.788208106985622e-06
21,0,5,-3.887357946669428e-06
21,0,6,-3.290136059063651e-06
21,0,7,-2.940470993213854e-06
21,0,8,-3.363292175985569e-06
21,0,9,-4.162864632421018e-06
21,0,10,-4.342472012601375e-06
21,0,11,-3.2865632000239663e-06
21,0,12,-1.3425370725564126e-06
21,0,13,4.162401699610917e-07
21,0,14,1.1523113415746309e-06
21,0,15,8.925522839704867e-07
21,0,16,4.60951339439113e-07
21,0,17,6.708669488866544e-07
21,0,18,1.7024587831593492e-06
21,0,19,3.0201309068450646e-06
21,0,20,3.961564348088604e-06
21,0,21,4.208476519990362e-06
21,0,22,3.9275004968186906e-06
21,0,23,3.3772598320256514e-06
21,0,24,2.6095196906265937e-06
21,1,0,-1.5031443259681657e-05
21,1,1,-2.169067916418506e-05
21,1,2,-2.4011456474366875e-05
21,1,3,-2.32932117629716e-05
21,1,4,-2.2416272592880163e-05
21,1,5,-2.3511510867331334e-05
21,1,6,-2.6354488028839046e-05
21,1,7,-2.8544571676024366e-05
21,1,8,-2.7534569791101953e-05
21,1,9,-2.283584360533719e-05
21,1,10,-1.669254440775207e-05
21,1,11,-1.2373470419995043e-05
21,1,12,-1.1538188290652828e-05
21,1,13,-1.2797542339899274e-05
21,1,14,-1.3065590077591537e-05
21,1,15,-1.0470220305745976e-05
21,1,16,-6.253998528759903e-06
21,1,17,-3.657516990574329e-06
21,1,18,-4.861335473513572e-06
21,1,19,-8.619804558499596e-06
21,1,20,-1.1112513477262308e-05
21,1,21,-9.232945877804544e-06
21,1,22,-3.4815192130201557e-06
21,1,23,2.334556155118996e-06
21,1,24,4.168721050791941e-06
22,0,0,9.286009255576549e-07
22,0,1,7.449906544988396e-08
22,0,2,-6.978251907941447e-07
22,0,3,-1.0612495474447426e-06
22,0,4,-7.370737531129782e-07
22,0,5,1.784793338849389e-07
22,0,6,9.75581511724092e-07
22,0,7,9.467066916029964e-07
22,0,8,-4.342495920943704e-08
22,0,9,-1.2464473187917907e-06
22,0,10,-1.7822500278274529e-06
22,0,11,-1.3383651293477432e-06
22,0,12,-5.418419813191021e-07
22,0,13,-1.806002300863421e-07
22,0,14,-5.289509851230221e-07
22,0,15,-9.870004907234177e-07
22,0,16,-8.420506799631386e-07
22,0,17,1.710249901426081e-07
22,0,18,1.5265672345879258e-06
22,0,19,2.586136035798747e-06
22,0,20,2.9917523070406506e-06
22,0,21,2.962558981870248e-06
22,0,22,2.741777320735563e-06
22,0,23,2.4237864997406336e-06
22,0,24,1.756624468526329e-06
22,1,0,-3.7735994390701783e-06
22,1,1,2.109517149221873e-06
22,1,2,5.620572930717995e-06
22,1,3,6.638153089406386e-06
22,1,4,5.472333295673441e-06
22,1,5,2.6255013317642926e-06
22,1,6,-1.1513991183751594e-06
22,1,7,-5.068071625860543e-06
22,1,8,-8.863442913224068e-06
22,1,9,-1.2811510723535128e-05
22,1,10,-1.6755280625619447e-05
22,1,11,-1.912889594078281e-05
22,1,12,-1.748516104860471e-05
22,1,13,-1.0607835587323985e-05
22,1,14,-3.762599646185146e-07
22,1,15,8.892836327231842e-06
22,1,16,1.339704778683629e-05
22,1,17,1.2669005270771758e-05
22,1,18,9.590575206977502e-06
22,1,19,7.613567254102858e-06
22,1,20,7.880644379034925e-06
22,1,21,8.910714810547824e-06
22,1,22,8.692051180706189e-06
22,1,23,6.755393506573787e-06
22,1,24,4.269431947205132e-06
23,0,0,-1.9268866540825097e-07
23,0,1,4.6726109545089064e-07
23,0,2,3.243863423583623e-07
23,0,3,-8.364699635464819e-08
23,0,4,-3.7931870903299353e-07
23,0,5,-5.25914455116965e-07
23,0,6,-7.515054788315552e-07
23,0,7,-1.088730385015659e-06
23,0,8,-1.4335679438659798e-06
23,0,9,-1.6302707324124233e-06
23,0,10,-1.7805023427824835e-06
23,0,11,-2.039036947651385e-06
23,0,12,-2.557340705515771e-06
23,0,13,-3.2505894098518694e-06
23,0,14,-4.0559480716662185e-06
23,0,15,-4.871692799331698e-06
23,0,16,-5.612062970565638e-06
23,0,17,-5.920640339358006e-06
23,0,18,-5.464444338512708e-06
23,0,19,-4.139223226790848e-06
23,0,20,-2.5375684723035385e-06
23,0,21,-1.5139917421085923e-06
23,0,22,-1.6519896481133383e-06
23,0,23,-2.503858778275773e-06
23,0,24,-2.9899691517017835e-06
23,1,0,-1.5702864636546774e-06
23,1,1,1.1682907089755415e-06
23,1,2,2.830741001506667e-06
23,1,3,3.8110189620417566e-06
23,1,4,4.6861311391490485e-06
23,1,5,5.458280147130118e-06
23,1,6,5.241352560801096e-06
23,1,7,3.630370756109181e-06
23,1,8,1.4608767050367565e-06
23,1,9,7.80150105840202e-07
23,1,10,2.9611412615079987e-06
23,1,11,7.708266026649861e-06
23,1,12,1.2866263760589265e-05
23,1,13,1.6288439171030207e-05
23,1,14,1.6901793675896427e-05
23,1,15,1.5119111274281309e-05
23,1,16,1.1560645534163644e-05
23,1,17,6.8046502851642696e-06
23,1,18,1.3527764369099612e-06
23,1,19,-3.2703188968124814e-06
23,1,20,-5.161329394980584e-06
23,1,21,-2.9501636602940204e-06
23,1,22,2.4957477225055573e-06
23,1,23,8.709071828606676e-06
23,1,24,1.2729264752630361e-05
24,0,0,3.79050585443442e-06
24,0,1,4.899162450117616e-06
24,0,2,5.62053764232304e-06
24,0,3,5.256272639707067e-06
24,0,4,3.776124560197808e-06
24,0,5,1.954052488158773e-06
24,0,6,8.730754546417921e-07
24,0,7,1.0297608395118017e-06
24,0,8,1.9419547532534e-06
24,0,9,2.528555015876777e-06
24,0,10,2.0888792589395937e-06
24,0,11,8.227112752859296e-07
24,0,12,-4.289998805950144e-07
24,0,13,-1.0960044327993604e-06
24,0,14,-1.3776345645702935e-06
24,0,15,-1.993033613556565e-06
24,0,16,-3.2863318245683875e-06
24,0,17,-4.7788563081637954e-06
24,0,18,-5.4715031088972915e-06
24,0,19,-4.775344203371095e-06
24,0,20,-3.012153364899059e-06
24,0,21,-1.1804117269456269e-06
24,0,22,-7.88730926999567e-08
24,0,23,2.1091289314026361e-07
24,0,24,2.6931029825607753e-07
24,1,0,-1.1577036811721126e-05
24,1,1,-7.77908510595128e-06
24,1,2,-6.058067901226771e-06
24,1,3,-7.169851703539142e-06
24,1,4,-9.466964688823961e-06
24,1,5,-1.0520933003476752e-05
24,1,6,-9.741285757264653e-06
24,1,7,-8.513871707228893e-06
24,1,8,-8.793762521306237e-06
24,1,9,-1.0503731184228972e-05
24,1,10,-1.1526789047688825e-05
24,1,11,-9.41751800773692e-06
24,1,12,-4.4878565618355795e-06
24,1,13,1.899530417287593e-07
24,1,14,8.558074241787368e-07
24,1,15,-3.2167587530269653e-06
24,1,16,-9.359019307647186e-06
24,1,17,-1.3552241054676337e-05
24,1,18,-1.4393615343419688e-05
24,1,19,-1.3549564957425963e-05
24,1,20,-1.385218513583295e-05
24,1,21,-1.5593895164320542e-05
24,1,22,-1.651600930072008e-05
24,1,23,-1.3897499800529325e-05
24,1,24,-7.996938921698388e-06
25,0,0,1.0419453038332282e-05
25,0,1,1.0010186237202005e-05
25,0,2,9.876397381790314e-06
25,0,3,1.0177224036618678e-05
25,0,4,1.0563324188360185e-05
25,0,5,1.0531894961381626e-05
25,0,6,9.90296845179749e-06
25,0,7,8.93359042162769e-06
25,0,8,8.076769274639251e-06
25,0,9,7.591269354066167e-06
25,0,10,7.390242645744123e-06
25,0,11,7.134289004978372e-06
25,0,12,6.518414108357042e-06
25,0,13,5.487802345589582e-06
25,0,14,4.366239292300146e-06
25,0,15,3.721035737694773e-06
25,0,16,4.073880033271461e-06
25,0,17,5.468162352908958e-06
25,0,18,7.2921641908349705e-06
25,0,19,8.504634151304275e-06
25,0,20,8.330014803940649e-06
25,0,21,6.842710820011209e-06
25,0,22,5.000976017923667e-06
25,0,23,3.887450351332505e-06
25,0,24,3.8762009930975875e-06
25,1,0,-6.641991157105059e-06
25,1,1,-4.458957912952942e-06
25,1,2,-4.63299518369876e-06
25,1,3,-6.503673018011047e-06
25,1,4,-7.349313200767161e-06
25,1,5,-5.51377533187196e-06
25,1,6,-2.2295378917340243e-06
25,1,7,-4.22216124359319e-08
25,1,8,-9.342082446947349e-09
25,1,9,-3.2709595448899567e-07
25,1,10,1.8583299883601995e-06
25,1,11,7.644465336167667e-06
25,1,12,1.487734720626618e-05
25,1,13,1.9844627536380697e-05
25,1,14,2.0063601849617087e-05
25,1,15,1.618621924098535e-05
25,1,16,1.1120008441312362e-05
25,1,17,7.861320162919462e-06
25,1,18,7.36691083211505e-06
25,1,19,8.534477947095079e-06
25,1,20,9.288614230340184e-06
25,1,21,8.318980086458548e-06
25,1,22,5.688013055253036e-06
25,1,23,2.718973559738208e-06
25,1,24,7.54557834045659e-07
26,0,0,-2.137516671628939e-06
26,0,1,-1.2179660370340164e-06
26,0,2,-4.1525917190811576e-08
26,0,3,1.1789156081389165e-06
26,0,4,2.185288609147181e-06
26,0,5,2.7923790601110685e-06
26,0,6,3.172704648006031e-06
26,0,7,3.7042726586976663e-06
26,0,8,4.62050236428905e-06
26,0,9,5.622557084388949e-06
26,0,10,6.109955666129747e-06
26,0,11,5.747221161220723e-06
26,0,12,4.961648738837222e-06
26,0,13,4.613885244538228e-06
26,0,14,5.273357679833399e-06
26,0,15,6.5455810793017e-06
26,0,16,7.398377166477994e-06
26,0,17,6.998885614548035e-06
26,0,18,5.5235960558080446e-06
26,0,19,3.955320121171066e-06
26,0,20,3.2789787416939243e-06
26,0,21,3.5618672503529816e-06
26,0,22,4.010988837504592e-06
26,0,23,3.6505902788224105e-06
26,0,24,2.227679248333785e-06
26,1,0,1.1338997306464197e-05
26,1,1,1.2309597697531395e-05
26,1,2,7.990731802165235e-06
26,1,3,-6.848244526919768e-08
26,1,4,-8.408223345905143e-06
26,1,5,-1.3426441200844064e-05
26,1,6,-1.3272905396173227e-05
26,1,7,-8.82621038236596e-06
26,1,8,-3.252524814606082e-06
26,1,9,7.181594803717642e-08
26,1,10,-2.9689293102300663e-07
26,1,11,-2.8883816842819622e-06
26,1,12,-4.737277847757977e-06
26,1,13,-3.7627520774994347e-06
26,1,14,-4.02069878498435e-07
26,1,15,3.1453008446375027e-06
26,1,16,4.876236271131578e-06
26,1,17,4.654787040875844e-06
26,1,18,3.708369022895492e-06
26,1,19,3.160900497994765e-06
26,1,20,2.920476661392139e-06
26,1,21,2.4073011804295874e-06
26,1,22,1.6801899869535485e-06
26,1,23,1.8656714297023066e-06
26,1,24,3.603532294655699e-06
27,0,0,-1.6763557391326795e-06
27,0,1,-2.866896326823943e-06
27,0,2,-3.2833748753499214e-06
27,0,3,-3.383249764220785e-06
27,0,4,-3.219831753771107e-06
27,0,5,-2.3086293711681565e-06
27,0,6,-2.194106205886997e-07
27,0,7,2.7636403003993855e-06
27,0,8,5.621970642196507e-06
27,0,9,7.323033896664661e-06
27,0,10,7.60048944769225e-06
27,0,11,7.06436341328529e-06
27,0,12,6.564249731626356e-06
27,0,13,6.461142862335112e-06
27,0,14,6.449379821484979e-06
27,0,15,6.05131908664117e-06
27,0,16,5.209169908400362e-06
27,0,17,4.385905114630685e-06
27,0,18,4.095337560191192e-06
27,0,19,4.380672609634475e-06
27,0,20,4.741853697569722e-06
27,0,21,4.585711644842648e-06
27,0,22,3.72099935790616e-06
27,0,23,2.456486108937559e-06
27,0,24,1.2231709843403524e-06
27,1,0,5.793348186596827e-06
27,1,1,2.4328485231851933e-06
27,1,2,1.2437045555787837e-06
27,1,3,2.668784549064517e-06
27,1,4,5.964591853375051e-06
27,1,5,9.196630117619484e-06
27,1,6,1.0568800801737989e-05
27,1,7,9.165978690521472e-06
27,1,8,5.847551161247135e-06
27,1,9,2.3910321389618457e-06
27,1,10,8.308134180079349e-07
27,1,11,1.979440305541311e-06
27,1,12,5.4665481816881985e-06
27,1,13,9.665252726659217e-06
27,1,14,1.3048148151738911e-05
27,1,15,1.4575383319245772e-05
27,1,16,1.4503365889707441e-05
27,1,17,1.3470920585593885e-05
27,1,18,1.2232746121682166e-05
27,1,19,1.0627212917930823e-05
27,1,20,8.432291486455744e-06
27,1,21,5.569162468641622e-06
27,1,22,3.13114146711143e-06
27,1,23,2.229886228209994e-06
27,1,24,3.4418314102285558e-06
28,0,0,-6.804899850514155e-06
28,0,1,-6.9829803709664236e-06
28,0,2,-6.946345923833114e-06
28,0,3,-6.2431035096660766e-06
28,0,4,-4.9259074155143625e-06
28,0,5,-3.4992252561381117e-06
28,0,6,-2.7101449126376006e-06
28,0,7,-2.875925426559808e-06
28,0,8,-3.7592145068547048e-06
28,0,9,-4.552207678519489e-06
28,0,10,-4.58696274577305e-06
28,0,11,-3.6912810723860713e-06
28,0,12,-2.4866240353192985e-06
28,0,13,-1.783242286561873e-06
28,0,14,-2.142616208497769e-06
28,0,15,-3.2985474299888668e-06
28,0,16,-4.557796705444107e-06
28,0,17,-5.171003508368558e-06
28,0,18,-5.016465440521432e-06
28,0,19,-4.3387627293543915e-06
28,0,20,-3.5386311155679608e-06
28,0,21,-2.5665420635507185e-06
28,0,22,-1.2759243153639033e-06
28,0,23,3.6449819706098276e-07
28,0,24,1.732739864009281e-06
28,1,0,-3.425804076076359e-05
28,1,1,-3.3813695112261096e-05
28,1,2,-3.287049233999836e-05
28,1,3,-3.095906041129023e-05
28,1,4,-2.8179953061863074e-05
28,1,5,-2.537012079816491e-05
28,1,6,-2.3737206710311865e-05
28,1,7,-2.4169897729734292e-05
28,1,8,-2.640293426573923e-05
28,1,9,-2.8895267017487684e-05
28,1,10,-2.9685185733216782e-05
28,1,11,-2.8035822160144474e-05
28,1,12,-2.517626018060386e-05
28,1,13,-2.339767559837811e-05
28,1,14,-2.393840440364039e-05
28,1,15,-2.5803086848789252e-05
28,1,16,-2.6569454744561826e-05
28,1,17,-2.4658715487028884e-05
28,1,18,-2.053713281973649e-05
28,1,19,-1.5864563701984487e-05
28,1,20,-1.154524451445221e-05
28,1,21,-7.293484777161623e-06
28,1,22,-3.055094612186321e-06
28,1,23,-7.393612232714932e-07
28,1,24,-3.375914507442742e-06
29,0,0,-1.1971911768476093e-05
29,0,1,-1.3519959085452689e-05
29,0,2,-1.4070849493270357e-05
29,0,3,-1.3137821420286912e-05
29,0,4,-1.1253629222100661e-05
29,0,5,-9.626048411258284e-06
29,0,6,-9.401735000245048e-06
29,0,7,-1.0683896994164539e-05
29,0,8,-1.2482122296666683e-05
29,0,9,-1.3300076732692518e-05
29,0,10,-1.2378531576186886e-05
29,0,11,-1.017668707093875e-05
29,0,12,-8.162171556004084e-06
29,0,13,-7.6291676350558925e-06
29,0,14,-8.922250841517012e-06
29,0,15,-1.1158790023569612e-05
29,0,16,-1.3055623470703114e-05
29,0,17,-1.3683970814052531e-05
29,0,18,-1.3106274322793247e-05
29,0,19,-1.2004438937474992e-05
29,0,20,-1.1247396636715479e-05
29,0,21,-1.1170062664869241e-05
29,0,22,-1.1618119779406035e-05
29,0,23,-1.2034442804335693e-05
29,0,24,-1.2071673152406483e-05
29,1,0,-3.185814468630618e-06
29,1,1,-4.297080586551026e-06
29,1,2,-5.206680803263459e-06
29,1,3,-3.65286910878113e-06
29,1,4,-4.0275651858679585e-08
29,1,5,2.7211832680985626e-06
29,1,6,1.7922079035666082e-06
29,1,7,-2.6901558558852347e-06
29,1,8,-7.76039317056191e-06
29,1,9,-1.0374653511442667e-05
29,1,10,-1.0507173439827536e-05
29,1,11,-1.1025027361605722e-05
29,1,12,-1.4839945873188908e-05
29,1,13,-2.165732762917619e-05
29,1,14,-2.7915605876268528e-05
29,1,15,-2.9584032458574057e-05
29,1,16,-2.5760016089454527e-05
29,1,17,-1.9403675394560026e-05
29,1,18,-1.5122578995731902e-05
29,1,19,-1.5574196236382365e-05
29,1,20,-1.9990541047741335e-05
29,1,21,-2.511625681245709e-05
29,1,22,-2.789294563353725e-05
29,1,23,-2.7058320523177387e-05
29,1,24,-2.3357871744060835e-05
30,0,0,3.115847040180631e-07
30,0,1,8.663840291727281e-07
30,0,2,1.3447724286677395e-06
30,0,3,1.5162843963869847e-06
30,0,4,1.3403737484265395e-06
30,0,5,7.83653206635221e-07
30,0,6,-1.3996442684690659e-07
30,0,7,-1.3038927330517056e-06
30,0,8,-2.4060604477389404e-06
30,0,9,-3.1842585050716394e-06
30,0,10,-3.5561487113809013e-06
30,0,11,-3.6419213389938144e-06
30,0,12,-3.520283332978871e-06
30,0,13,-3.1372834668229657e-06
30,0,14,-2.3377814052784833e-06
30,0,15,-1.1302876541946104e-06
30,0,16,2.8846703091971336e-07
30,0,17,1.627782900568122e-06
30,0,18,2.75653751047058e-06
30,0,19,3.670597707368026e-06
30,0,20,4.350116133784742e-06
30,0,21,4.574424087829687e-06
30,0,22,4.120715009333975e-06
30,0,23,3.0228772170874614e-06
30,0,24,1.7420123445309672e-06
30,1,0,-9.174477736737245e-06
30,1,1,-9.575058499538278e-06
30,1,2,-7.919017780063937e-06
30,1,3,-4.0214131021337664e-06
30,1,4,5.973022869386118e-07
30,1,5,4.349361253171022e-06
30,1,6,6.834117913940814e-06
30,1,7,8.800549534669882e-06
30,1,8,1.0488828567621535e-05
30,1,9,1.0834320144121647e-05
30,1,10,8.144885335646722e-06
30,1,11,2.1184760359657147e-06
30,1,12,-5.587871138733753e-06
30,1,13,-1.2515096937065523e-05
30,1,14,-1.760250769475486e-05
30,1,15,-2.1553587023967306e-05
30,1,16,-2.5508049673520763e-05
30,1,17,-2.9037698255482284e-05
30,1,18,-3.0507572682687226e-05
30,1,19,-2.8935590375186353e-05
30,1,20,-2.5912659861708574e-05
30,1,21,-2.4392913109889816e-05
30,1,22,-2.605112424755281e-05
30,1,23,-2.925198103117914e-05
30,1,24,-3.078240015778541e-05
